date,002001.OF,002021.OF,040001.OF,040004.OF,050001.OF,050007.OF,050201.OF,070001.OF,090001.OF,100016.OF,110001.OF,121002.OF,161605.OF,180001.OF,217002.OF,255010.OF,270001.OF,270002.OF,373010.OF,519732.OF
2015-12-31,0.031068005424934153,0.032797224850204865,0.031223145230592886,0.05743260053939481,0.0420972146368106,0.025767601442425514,0.046543756848173023,0.028216517075507985,0.042583808559398806,0.06591997840901431,0.01719042976074414,0.03906080029454606,0.042162585861919455,0.04886907710087507,0.021528631113295615,0.039464243004065924,0.03934891739769797,0.01557872871959698,0.031281304070667426,0.024679170779861925
2016-01-31,-0.1245951651947077,-0.12745910577971642,-0.20480158730158737,-0.26330302859186483,-0.18068424803991445,-0.1691525308030991,-0.18586125273124554,-0.19529485570890837,-0.19402412841222771,-0.24060007595898225,-0.1997021132264677,-0.18182550292331734,-0.20388733843991846,-0.22354506818539555,-0.15033921955444363,-0.1891394385641969,-0.22574035224667022,-0.09532759359323406,-0.23908340324076116,-0.21146435452793833
2016-02-29,-0.013018169880172126,-0.014147877818327381,-0.011427715953889805,-0.02824584488419335,-0.010976639459611581,-0.0190609210039846,-0.009616997483924972,-0.03977101872166955,0.007135381980782007,-0.021505376344086113,-0.0279349168033316,-0.008208984605693082,-0.010616080751827295,-0.029671403033486254,-0.002576662796953233,-0.02092147353214313,-0.03837429111531199,0.02975726746406382,-0.0035685273296971465,-0.0335980452046426
2016-03-31,0.07257631195148795,0.07497464503042606,0.07513881877839457,0.16146504351484237,0.08035390903916806,0.08991163784078049,0.07948964037712414,0.1401679463685077,0.10879148560992502,0.10198909617514285,0.11104581729949015,0.09459915444314326,0.07948234702852108,0.11042525308161277,0.05089990348038387,0.09224567227887137,0.14225804337854653,0.03803533547937277,0.10775949919930139,0.11314791403286972
2016-04-30,-0.0087906582855235,-0.008208127933580167,-0.022841984177289443,-0.020396613392493212,-0.010272988505747205,-0.022285406900791505,-0.01051200251032891,-0.013326144675137153,0.004671570158748084,-0.02224369504299928,-0.02366449983791441,-0.0029738698387944407,-0.019856604124959265,-0.03160865475070551,-0.006240038898943867,0.0,0.0006119014838612546,0.00025723472668803815,-0.02365557483046843,0.014196479273140383
2016-05-31,0.004428292941204726,0.004138029441841606,-0.0027628291370362934,0.035010283548633,-0.009073092835885865,-0.035369016741334525,-0.010623678646934476,0.03304362170465924,0.0030669210656490975,0.034134482349685635,0.029183559345729027,0.016295946019678764,0.007600047500296858,-0.02123037250295845,-0.0008698488637598478,0.030708737395667374,0.02923864852469027,-0.010286742960010309,0.0032843374791364788,0.01511758118701012
2016-06-30,0.025602012699173393,0.026786348672524607,0.045532294201257484,0.06124408323658126,0.01963082332259014,0.04493603845840455,0.01688124365617827,0.052106828479610456,0.02988502508031332,0.052273465721220935,0.07199375148572007,0.025948925356573893,0.03684148497348261,0.020842732112243967,0.027424094025465307,0.06443232616378403,0.0518214564224444,0.04033317454130758,0.045266716754320147,0.06674020959735238
2016-07-31,0.01893536743490598,0.01806061724408381,-0.009239844236042294,-0.0103406198060213,0.014080459770114961,-0.0146984287886468,0.01360651431573423,-0.01689448771094404,0.0450658749811883,-0.045753414705027584,-0.03622453828365069,0.0006977271537966789,-0.027462035100481952,-0.017305992575570084,0.0036277936659250276,-0.0036059806508355052,-0.06540274320817663,0.053949796716944,-0.04666923373122844,-0.014477766287487093
2016-08-31,0.016038428027697726,0.01674332192944683,-0.006651472161495864,0.0217583095058409,0.03161896665722108,0.02065527065527073,0.02980201098787183,0.022491750130261057,0.019872491392514346,0.005481850886042139,0.011389222147353273,0.014363157802994575,0.024918186068256354,0.018456224928495635,0.01933985910661984,0.02266307705887538,0.026764128135388088,-0.014837732868145603,0.027035032447424445,0.02098635886673672
2016-09-30,-0.006645830277454912,-0.005816026383813067,-0.004026971342948271,-0.023001061107296605,-0.02696454322796249,-0.012367217182290502,-0.027479993960440985,-0.0019722749105869353,0.025261536486746783,-0.029304306672976788,0.0020961975950601897,-0.006169126870929409,-0.025931669935683965,-0.02605224579189991,-0.04043070870217946,0.011522775823749276,-0.02161476058203482,-0.02191692949163415,-0.03308775333630476,0.029290853031860298
2016-10-31,0.017571957563779383,0.018513952706488812,0.0013399153737658764,0.02616195495927154,0.010068456091651301,0.01935230618253203,0.00890130932049904,0.010155068078668616,0.01358406470271567,-0.00280827661524663,0.00624300702135594,-0.01632257841408169,0.004987239223582796,0.02738384534474636,0.04119011652999571,-0.0008746293491478374,0.017767833640431663,0.008553314751052143,0.023536429946582116,0.033949076385421995
2016-11-30,0.0008260311436065759,0.0019145705420215986,0.00403784304058985,0.011040551197443405,0.01122574935370424,0.0,0.0103616311874839,-0.001722298144785528,0.0061513377306749994,0.010560694659026426,0.0008379798240243375,0.023993671998593813,0.02732864265411683,0.015780554967168126,0.0005440555454805374,-0.008775301050473971,-0.012636012636012772,0.005513859159508971,-0.0058547699154899435,0.022694350555287235
2016-12-31,-0.027113842447495484,-0.02673080302231612,-0.04419088592204634,-0.050412578513075346,-0.003685022685920969,-0.023451940850277353,-0.005838452556226836,-0.04855133614627283,-0.015186112747986535,-0.032725020803901494,-0.0306250603806395,-0.061230795639859226,-0.045129833314434875,-0.01873283981510443,-0.06499223200414295,-0.021238556812062548,-0.037925421445544005,-0.019670982606001086,-0.02544902201140553,-0.019357884796978198
2017-01-31,0.02197688815517962,0.019611383177991826,0.002813180361554757,-0.010624270459556495,-0.033426570193485716,-0.012618794116487253,-0.033806557042181606,-0.0028382213812677692,-0.009511462371757373,0.0,-0.01365357783535981,-0.018175833820948006,-0.017622610141313277,0.0005312743500744954,-0.014428136250346224,-0.01355663636963833,0.004122909373784456,0.00971674386003496,-0.003964890213557171,-0.016851227732306295
2017-02-28,0.03559369566436699,0.03368747233289082,0.00697663072644783,0.021465791284779545,0.02176356635496135,0.023203802068772816,0.019767441860465196,0.029174573055028574,0.02133256141764006,0.025189068064503273,0.03159206493550237,0.04790106902074731,0.02511906776587769,0.016124464582817133,0.004018095478940165,0.03205943377283993,0.026011000929656136,0.01071214678499488,0.030555098006918024,0.027913809990205873
2017-03-31,0.04149786607162209,0.040983255535094854,0.0027858527131783273,-0.010501999871666001,-0.001240549586873585,-0.004527712724434085,-0.0029542863066238656,0.009391564876699565,-0.010597528064965389,0.019671747233660497,0.036485030526625106,-0.00666477090960782,-0.010141031083439445,-0.005661133271786634,0.007780141050039102,0.024881106787721485,0.018537045776309435,-0.0007272237559761141,0.06073683369295946,0.0309671272034302
2017-04-30,0.014643938054477834,0.012444462728320005,-0.008310182389177356,-0.022123989451385495,0.012538082962268549,0.0011370765370140035,0.011956126215106444,0.0030728542344502507,-0.008406919829121562,-0.01309115963941887,-0.003228702376639969,0.005421266393515811,-0.011102639855141483,-0.03365216172657837,-0.010608164398778097,0.008373584189323102,0.025131122931222993,-0.006374577162032824,0.019312388558225813,0.0032347504621070833
2017-05-31,0.00387465789230923,0.002702098697710209,-0.020925190616550293,-0.04072858295478421,-0.05080430505728506,-0.020483296126581396,-0.051728566291673106,-0.028158995419065302,-0.03500552652733113,0.0020944439057499764,0.0028441410693968994,-0.026230558422607242,-0.017274610899628895,-0.0498703841342929,-0.017654653643202067,-0.015896921017403032,-0.015511724187803888,-0.00941297743055558,-0.0036710357741204236,-0.031321971441731766
2017-06-30,0.060080665747689777,0.06062325242128308,0.0341859076433122,0.06226380311549451,0.054840282857839595,0.049900039984006384,0.05297941495124592,0.05683725650934934,0.05646305431542764,0.06895283803920815,0.041690300623936416,0.04544956140350864,0.05185221505798143,0.02432649011676702,0.03217234778136513,0.04563424587655174,0.07545679919199344,0.04556781772872909,0.054922228541754325,0.043747028055159065
2017-07-31,-0.004411523902175918,-0.004145493447445858,0.03168454987249181,0.0008894095188511919,-0.022284380128990477,0.06409475207555793,-0.02366498610968204,-0.014516307760499392,-0.00742912760111869,0.04430081830690136,0.0163202952476027,-0.012480990088625465,0.03340014917024048,-0.004060573323150796,0.010878892733564127,-0.011830470576278174,0.01306263233385696,-0.003404834865509021,0.005954055321143903,0.030523917995444183
2017-08-31,0.005398554580547721,0.0043353987224001855,0.013361938297227427,0.025726608725806788,0.006336446388462091,0.04255395297233466,0.004531562862261751,-0.006540479760119955,0.011767042351422452,0.019953885893590817,0.048576488622326774,0.019205919317437425,0.013758260594988414,0.02575324019525338,0.04206144914836507,0.010120749593730105,0.04035126160899383,0.01734514204620119,0.028359043668732653,0.03757736516357202
2017-09-30,0.024807782984824778,0.026263012128736607,-0.011851067746686317,0.008652749017453498,-0.013838310269483012,0.011980775832475254,-0.013585816198069645,0.03540774556224191,-0.0032510550593776166,0.05199374511336985,0.014590459429155489,-0.002205703567334738,0.014350234720893473,-0.002260875907085347,-0.008067483050402058,0.005457692699317729,0.02397809568556286,0.03841285422748042,-0.0036935487525775468,0.08308478909245842
2017-10-31,0.07630261885311329,0.08107202680066994,0.03865769311380718,0.0051429229818478195,-0.005098394244055782,0.007870009159062219,-0.006115394841797461,0.06419435942282448,0.018400679409701137,0.06743896724993137,0.03774218367489679,0.005987711266992601,0.013357606597648841,-0.00453199809948468,0.04742098709831244,0.05527312498734149,0.0873534484122589,0.04869645255982902,0.03898289665211063,0.05389457120377661
2017-11-30,-0.02495136229203576,-0.02665013944840411,-0.021815654357525527,0.011098143014943496,-0.025646551724137878,-0.020531116421527384,-0.02921348314606742,-0.035874784931049564,-0.010200381910033696,0.0,-0.022174891821576392,-0.026991954321308076,0.003874375013527942,-0.01765980100598441,-0.0007334901484684631,0.000844497332155969,-0.04839648448867939,0.012489473496933856,-0.06376691038045612,-0.015677491601343685
2017-12-31,0.052298166656227885,0.05578548940535555,-0.020995690840744374,0.00844094942644813,0.026321610263216,0.006013539053640882,0.026951058201058142,0.04829888486398182,0.014127329116706111,0.03431365129338393,-0.0060244285753674465,-0.010882902107228642,-0.006942647692971038,0.021341007624458008,-0.014680571023590216,0.015437425689410533,0.03374720939478282,0.028044608968651907,-0.025064883443615793,0.04361016306408794
2018-01-31,0.029683354873818013,0.032868726127454284,0.02814197415246289,-0.010884451076180857,0.03460249042145591,-0.00696816504987019,0.03547469543283421,0.006885629107663105,-0.00061405093010658,0.012643779085082185,-0.020027461477649444,0.05193894611941108,0.03041816839636957,-0.009239945841109432,0.028976572133168954,0.04477724688863294,0.0030323200946673623,0.0181635862257572,-0.03254430774396233,0.01925872093023262
2018-02-28,-0.025260324197557305,-0.027702987640704557,-0.06127886323268206,0.005083642450480985,-0.009906260849438686,0.0009975233902035363,-0.011920804395148754,-0.017159439794759646,-0.017348561515107774,-0.05929362120292503,0.006934910907624214,-0.0018115942028985588,-0.015213131334414931,-0.03309387061626268,-0.0564210105851809,-0.027493583023028845,-0.046939979354077566,-0.022058823529411797,0.017377293009420036,0.030659536541889354
2018-03-31,0.003405625211792662,0.004003603242918707,0.009727579264003028,-0.02021115828647213,-0.031301867826168395,0.0,-0.03320394460763754,0.025820531473319308,0.0007110980334461559,-0.012151470927106556,0.04493513429940821,0.0508851830291408,-0.010056272332413463,0.02670130068567711,-0.00018520478357486603,-0.01163547145963828,-0.034830643539078165,0.018802714548929567,-0.036719378182792806,0.07886544448287802
2018-04-30,-0.01767109640161435,-0.01940650649652753,-0.03440322890640024,-0.021477960695436726,-0.03617452579757707,-0.020927115906669735,-0.03743692691660783,-0.03397240159516779,-0.014493641420205261,-0.02295347101268963,-0.01665231894974717,-0.0500016292482649,-0.03356604059048551,-0.018528508975909186,-0.010849718171954903,-0.03952985425481892,-0.03478902141849427,-0.006739755571531281,-0.0634896544746294,-0.0349470984289838
2018-05-31,0.054671720427335035,0.056830119624521336,-0.00711584394904452,-0.019311601972978876,-0.01607451363329082,0.01933876175768634,-0.0161772166168761,0.01913809482684159,0.031887517249095554,-0.03493665244795319,-0.008809126473887208,0.011936407758665002,0.010511249273158274,-0.04014480941640297,0.0005885657722251025,0.019266540050515868,0.045543633524897986,0.023262915045688892,0.03675993949870349,0.015946843853820614
2018-06-30,-0.031741504359872885,-0.03381324953504772,-0.06743346865133071,-0.02507134344351003,-0.05041097284780016,-0.05392004958165486,-0.051105763721783104,-0.088690405572598,-0.06280420220712257,-0.05577820658717192,-0.04947420717065498,-0.033505635115668175,-0.05276203966005655,-0.028218242135818805,-0.05510547846314273,-0.051558868163743665,-0.030135985257673026,-0.03623965252373418,-0.061873127523772276,-0.03433616742969259
2018-07-31,-0.033539536253839985,-0.03346995668984287,-0.03538895606610237,0.010104748446717382,0.0,-0.00738799723405037,-0.0016906170752324368,-0.011288822763622752,-0.017238498026764026,-0.02200834919914063,-0.004486258112287089,-0.014641930279862492,-0.025303738317757007,-0.013817768024059096,0.007555178268251472,-0.004516638648654037,-0.015773697400534026,-0.013669411252035468,-0.009302971396834225,-0.02133423636979337
2018-08-31,-0.07223722023861368,-0.07432270027126331,-0.035071591732129814,-0.03818268622247878,-0.0430378389966769,-0.06489697147466456,-0.04524011128583527,-0.07626544777382771,-0.0637540876389796,-0.03598792663106576,-0.03347042352117602,-0.07764312280889085,-0.037251000791044486,-0.07658864254512499,-0.02999410228325894,-0.03639877924720236,-0.0471974437491679,-0.02275316823625162,-0.05096005606166787,-0.01487889273356402
2018-09-30,0.01679260336978472,0.01734146929539837,0.018187592020554755,-0.0056679133767374434,-0.015009801176141258,-0.018232434127979924,-0.01456987203851512,0.004113340867670567,-0.0009360679557394169,0.016674077367718976,-0.0023388106770479977,0.009318927262203403,-0.006921793690710332,-0.0173825727992859,0.02026694461333567,-0.012267477460357834,0.0018514637043247628,0.014609829512331585,-0.02259503204654867,-0.02177730944854228
2018-10-31,-0.11336361286510832,-0.1183913075184132,-0.060081091043125645,-0.06368923923517189,-0.05020753965997604,-0.06833339989616183,-0.0517485214708151,-0.09987730807840112,-0.07938860842691131,-0.0786864931846345,-0.06435463867630598,-0.03127329726836536,-0.068321424094271,-0.13804614406394766,-0.04023950736400006,-0.03347584437793927,-0.09322152097353464,-0.06255789683516844,-0.06723679439139374,-0.07396768402154397
2018-11-30,0.04149139977510319,0.044770255180115015,0.0,0.023347509640301967,0.019216954022988286,0.02486282578875154,0.01755813165209119,0.03467348571042339,0.018228217280350067,-0.0007120534831281944,0.0062557586925948705,-0.0026639303826194727,0.0050861141011839806,0.031904523539795004,0.0014488039975164568,0.011876852302384222,0.019841956509199843,0.015635553998949225,-0.01833673502445976,0.01512214036448234
2018-12-31,-0.021953633446300524,-0.02434534766344043,-0.03972850678733031,-0.030750963239392193,-0.012569750367107169,-0.030324577547264586,-0.013457694870086634,-0.03322845104464944,-0.02258622747344552,-0.04700922370452476,-0.044738955823293014,-0.04230145225752835,-0.03140646335912611,-0.01889297385620914,-0.03052849129022739,-0.027365522065091352,-0.012782082461399114,-0.003337602837578335,-0.038975611365961504,-0.016424751718869257
2019-01-31,0.047386873549824626,0.04789726736047717,0.0593723494486853,0.053227661383069114,0.04140146332758299,0.0312729154984257,0.03883036196650469,0.01317612081489239,-0.008974632925302983,0.02016740399194128,0.026889767089884664,0.046958929014131234,0.02197589562140645,0.025268033725408534,0.056462419295894684,0.04020315063259838,0.02304974696839479,0.02197096076614158,0.021462912087912178,0.020970873786407607
2019-02-28,0.07142648020376896,0.07999380493282215,0.08486789431545239,0.1350796401357799,0.15442394470783105,0.10435837376610335,0.15328609503997925,0.10469394333477822,0.09598028646234402,0.10183639398998312,0.1397713873968296,0.16997849122876252,0.10440615617646265,0.17058808599203013,0.06264053041222262,0.07727704804701019,0.08146046442171273,0.04334788338996165,0.03513195495041188,0.12286040319513125
2019-03-31,0.07110977520311867,0.07496504499336765,0.07669810031433633,0.08218748366183948,0.04767323915786359,0.08241487709729967,0.04537511977904285,0.10496448191898256,0.05209240886990241,0.04854028085735407,0.06261584218164051,0.048186065338752915,0.07876368445543824,0.054076322636600116,0.031739142229335604,0.08162037501253394,0.04014774924054132,0.05562766549230491,0.02305943488145501,0.05758807588075876
2019-04-30,0.006224754453846071,0.008204375667022479,0.021807011753954164,0.06171312623798242,-0.006304902238594479,-0.025368277406487172,-0.00927423703224417,-0.04349013822870562,-0.014037852782860738,-0.016494264013956594,-0.039739307976256466,-0.014594194503443347,-0.05841487501986509,0.0381783025465916,0.024136933715457554,-0.025141373875961825,-0.030549931963758215,-0.01309722466186558,0.02196825396825397,-0.033952594490711085
2019-05-31,-0.025429530031184755,-0.030102547138604052,-0.048372670807453555,-0.02980469958682952,-0.0445331622347378,-0.05209305665254549,-0.04381190813105473,-0.041954646712743626,-0.026226665582920194,-0.0328788231710595,-0.06173082880396519,-0.04965627602423217,-0.04653517866615231,-0.059679017237963095,-0.019409001052604458,-0.05962456494037549,-0.02458020232450664,0.018432615829579113,-0.02137176938369778,-0.02785145888594165
2019-06-30,0.05571549974852141,0.05537175989085941,0.0568101715270346,0.03455683022690814,0.03327778744994658,0.03518539559898515,0.031077465991234732,0.0410791474139216,0.016109735399682856,0.059341188676448775,0.02902422186871556,0.03920962199312705,0.020104187740238588,0.0018121286189896058,0.04244010996203684,0.03691044413882372,0.03306133192945504,0.06513238378189445,0.006761046216353428,0.06343792633015011
2019-07-31,0.0026367019048323392,0.002229870570555903,0.009881667037229258,0.02895975192898792,0.025779275484414388,0.04880725889067761,0.034943417057687,-0.0032738691788601892,0.032639649507119284,0.017611360814284938,0.046625247929063196,0.01628583710856124,0.014997892858028328,0.06442453306410889,0.007559774964838395,0.0228013029315961,-0.003380386960879167,-0.005927293236937969,0.03181259261594738,0.015715202052597688
2019-08-31,0.03634159129636916,0.03611446997178569,0.002813180361554757,0.022364189099881138,0.008799511920405623,0.0334193818460895,0.00917431192660545,0.00976768237795178,0.016997242257106526,0.039579967689822304,0.037371977983696736,-0.0054012722273740765,0.034217467760844,0.03517299978263866,-0.00047361467706952265,0.0008962965788168464,-0.011436850178967117,0.03374356540846124,0.008830898979404589,0.04294284812125038
2019-09-30,-0.005849802371541535,-0.0054306387613786145,0.0,-0.0032234987890331634,0.022423297899560435,0.0019578719956792057,0.02283298097251585,-0.0005784951539176131,-0.006257659114019765,0.014283588751673904,0.03256007629588842,0.013641939968921157,0.09649309245483528,0.0020424914578043296,0.007406853209636299,0.012479756120796548,0.011672615045086987,0.01610649848315515,-0.02341359987884284,0.027853466545564753
2019-10-31,0.01506838422391854,0.014863258026159398,0.02793091671951986,0.053843958875563036,0.019474462518484614,0.009770231116501549,0.017827614716825035,-0.0029226170707407073,0.04039304174428682,0.029322119537756874,0.003356272196276988,0.019638851683906333,0.03506278133143814,0.08303806149274218,0.01480381235301409,0.00528791870530676,0.0005283250391983074,0.025181198562196805,0.011351653123255367,0.03269513991163464
2019-11-30,-0.023085660569503674,-0.022045447538001417,-0.004081729514226695,-0.023720831008566035,0.01791970721474634,-0.0029027091952488204,0.018936893943240163,-0.03959001494142389,-0.024525565853351083,0.006840638459589599,0.007027188217142655,0.007865666445098451,0.017312053933706384,-0.031678187606634545,0.011733710633522687,0.020123172535145395,-0.01567104433883537,-0.007318989136474219,0.007360157016683022,0.0059897318881918515
2019-12-31,0.026966994900086583,0.026499148748344803,0.05866514165892256,0.035517081985124044,0.07629236637874337,0.06407896938263336,0.07593423019432,0.006966120673424836,0.04118407445708394,0.05715274282838467,0.07038663078884011,0.09519023915330638,0.07121965187866897,0.03712853302332331,0.03971162656121896,0.07725337639459773,0.09361967224462253,0.024666576595703704,0.05014003896736474,0.06804649844060107
2020-01-31,-0.018497552139047913,-0.017522306003040722,-0.018073780638772075,-0.019860239751320896,0.022915223856275757,0.0235534591194968,0.02264517921644882,0.05362133438299521,0.0035011049586570753,0.0273141122913505,0.04651302653419598,0.018524625421177054,0.0007064708914896745,-0.0064102564102563875,-0.00793117042740199,-0.021513984941913922,-0.039163251420162415,0.013025297142534198,-0.009856500942165503,0.04804884523493502
2020-02-29,-0.010803328507104082,-0.011285482055770846,-0.01577041213954966,0.05985227385644731,0.027718592564567324,0.026329533933454163,0.03124575465290036,0.045391289729053375,0.06695699510070763,0.036464216410345474,0.04607781162002178,0.021509917367005915,-0.01948101507345923,0.012867971091133468,0.04273124663970651,0.0276970213951222,0.023352326998452133,0.03487323472262238,0.029951690821255816,0.049645390070921946
2020-03-31,-0.01823972206137814,-0.018322951908179674,-0.0507243001537101,0.02085286580411272,-0.05084187479413316,-0.07052625276896363,-0.05177183506784333,-0.03811344691724228,-0.0138218923933211,-0.020608617895266357,-0.06536357043971253,-0.07134293392131186,-0.09793924769892381,0.002210233205708345,-0.018203420987737307,-0.04263644679337342,-0.017524943675571336,-0.00868729337358054,-0.04630735118539986,-0.03378378378378388
2020-04-30,0.07942593138700471,0.07837990176342702,0.030937193326791013,0.06127306541355115,0.06338416314532425,0.05913043478260871,0.06395294989348876,0.09968141329890501,0.052252845451979946,0.08623764212448481,0.0896961147357902,0.07436042025286382,0.05019846406074713,0.052372931390765265,0.05735814590706689,0.04352672647168121,0.042980458960541146,0.05347772894104841,0.02131211064413252,0.05144855144855165
2020-05-31,0.04387123212822153,0.040918730025984784,0.006806120749149214,0.05132439585481774,0.0,0.010217113665389466,0.0012187159956476012,0.03318552303729061,0.06047467930094319,0.0538861600693441,0.025114623226711208,0.06366110029144068,0.010188361440338634,0.04623533488441156,0.007817392618826524,0.02617969717008317,-0.004004711425206087,0.0278547218829035,-0.007909175811347202,0.03657957244655585
2020-06-30,0.07873328825979797,0.07435941579868577,0.10705084265015263,0.07989216923667897,0.09147277892958616,0.05065920173379079,0.08877102986566987,0.11571727543245802,0.08318932816319657,0.10986354289986933,0.11839238921103301,0.07218730521504257,0.12491103926472658,0.06135162842047159,0.051061732627654344,0.03970522628509099,0.07765689057079794,0.03836496936828371,0.06080663666048891,0.0744729605866179
2020-07-31,0.11382031634351653,0.11076984709888493,0.13464002049705348,0.13444620182810252,0.11205304535941041,0.08589027359977086,0.11251746855659817,0.0826647323031382,0.12985534878743965,0.11797532028609603,0.0654728858694118,0.14038296171593978,0.10827518889411092,0.1394160041607846,0.10535757971132664,0.13271565698302723,0.10707440193137763,0.041751297675468146,0.09470327232390452,0.10663254425250579
2020-08-31,0.01762549010116654,0.018333734070689944,0.039911934063452614,0.030985962810125667,-0.004222812677927457,0.0032187425797431946,-0.004127337329074554,0.0195044700563749,0.009186555084891745,0.020960549574160492,-0.009591013061794107,0.053590772956095156,0.0398290709812108,0.0719120466371923,0.03753227591294728,0.06100315678709212,0.0426496438153392,0.031095258727407815,0.01583280557314759,0.04663711697822315
2020-09-30,-0.029330796444391627,-0.03030517679003586,-0.011400032571521557,-0.06311267521492847,-0.057829449976969816,-0.011255752794214424,-0.05387775695545616,-0.03314458687094657,-0.059369534615876796,-0.05627858934631835,-0.04336350260823041,-0.022136204185315256,-0.056859177463374766,-0.06499495078536577,-0.024228957426006503,-0.014373933856101972,-0.046735961465331544,-0.02519003204094039,-0.04491271820448872,-0.04234947523476351
2020-10-31,0.04817705142969153,0.04651927244393583,0.009444841030146645,0.012834038606457598,0.015340525960889861,0.030933319147804283,0.014207900049518107,0.04518365945760383,-0.015010520969380492,0.014999895761669269,-0.003616636528028905,0.032852960580570745,-0.003808478438024898,0.015575999687699182,0.006868031771478655,0.039913598797896466,-0.021328936345624494,0.00429528134862589,0.010052481788036305,0.028456066141126835
2020-11-30,0.015112466908606459,0.014797752416849885,0.02701771564307598,-0.0174217623222912,0.07111074215507229,0.06155830753353975,0.0734620295951327,-0.010957032404700806,-0.0012983305862744876,-0.00776395920840478,0.02637191984582854,0.047567243874444776,-0.017195325542571083,0.0032544909412397516,0.04056523548462976,0.054611603514340024,0.09343876954849928,0.0006285066069842138,0.04304105056354057,0.012338754907459393
